recno;ID_ROADKILL;SESION;DATE;TRANSECT;OBSERVER;P_V;METHODOLOGY;OBSERVED;SPECIE;GROUP;STATUS;latitude;longitude;precision;utm_n;utm_e;utm_zona;LOCATION;d1;d2;D_CONSENSUS
857;143;MARCH;23/03/2023;MAZAGON2;5;V;CYCLING;0;Psammodromus occidentalis;LIZARD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
858;143;MARCH;23/03/2023;MAZAGON2;8;V;DRIVING;0;Psammodromus occidentalis;LIZARD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
859;144;MARCH;23/03/2023;MAZAGON2;1;P;WALKING;1;Lacertidae;LIZARD;5;37.090966;-6.709612;4;4107418;703561;29S;ROADWAY;1;1;1
860;144;MARCH;23/03/2023;MAZAGON2;2;P;CYCLING;0;Lacertidae;LIZARD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
861;144;MARCH;23/03/2023;MAZAGON2;7;P;DRIVING;0;Lacertidae;LIZARD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
862;144;MARCH;23/03/2023;MAZAGON2;9;V;WALKING;0;Lacertidae;LIZARD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
863;144;MARCH;23/03/2023;MAZAGON2;5;V;CYCLING;0;Lacertidae;LIZARD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
864;144;MARCH;23/03/2023;MAZAGON2;8;V;DRIVING;0;Lacertidae;LIZARD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
865;145;MARCH;23/03/2023;MAZAGON2;1;P;WALKING;1;Lacertidae;LIZARD;4;37.090335;-6.705792;4;4107356;703902;29S;ROADWAY;1.4;1.4;1
866;145;MARCH;23/03/2023;MAZAGON2;2;P;CYCLING;0;Lacertidae;LIZARD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
867;145;MARCH;23/03/2023;MAZAGON2;7;P;DRIVING;0;Lacertidae;LIZARD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
868;145;MARCH;23/03/2023;MAZAGON2;9;V;WALKING;0;Lacertidae;LIZARD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
869;145;MARCH;23/03/2023;MAZAGON2;5;V;CYCLING;0;Lacertidae;LIZARD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
870;145;MARCH;23/03/2023;MAZAGON2;8;V;DRIVING;0;Lacertidae;LIZARD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
871;146;MARCH;23/03/2023;MAZAGON2;1;P;WALKING;1;Psammodromus occidentalis;LIZARD;4;37.09041;-6.705647;4;4107364;703915;29S;ROADWAY;1.3;1.3;1
872;146;MARCH;23/03/2023;MAZAGON2;2;P;CYCLING;0;Psammodromus occidentalis;LIZARD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
873;146;MARCH;23/03/2023;MAZAGON2;7;P;DRIVING;0;Psammodromus occidentalis;LIZARD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
874;146;MARCH;23/03/2023;MAZAGON2;9;V;WALKING;0;Psammodromus occidentalis;LIZARD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
875;146;MARCH;23/03/2023;MAZAGON2;5;V;CYCLING;0;Psammodromus occidentalis;LIZARD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
876;146;MARCH;23/03/2023;MAZAGON2;8;V;DRIVING;0;Psammodromus occidentalis;LIZARD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
877;147;MARCH;23/03/2023;MAZAGON2;1;P;WALKING;1;Acanthodactylus erythrurus;LIZARD;3;37.09044;-6.703673;4;4107372;704090;29S;ROADWAY;0.5;0.5;1
878;147;MARCH;23/03/2023;MAZAGON2;2;P;CYCLING;0;Acanthodactylus erythrurus;LIZARD;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
879;147;MARCH;23/03/2023;MAZAGON2;7;P;DRIVING;0;Acanthodactylus erythrurus;LIZARD;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
880;147;MARCH;23/03/2023;MAZAGON2;9;V;WALKING;0;Acanthodactylus erythrurus;LIZARD;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
881;147;MARCH;23/03/2023;MAZAGON2;5;V;CYCLING;0;Acanthodactylus erythrurus;LIZARD;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
882;147;MARCH;23/03/2023;MAZAGON2;8;V;DRIVING;0;Acanthodactylus erythrurus;LIZARD;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
883;148;MARCH;23/03/2023;MAZAGON2;1;P;WALKING;1;Psammodromus occidentalis;LIZARD;4;37.090446;-6.702426;4;4107375;704201;29S;ROADWAY;0.1;0.1;0
884;148;MARCH;23/03/2023;MAZAGON2;2;P;CYCLING;0;Psammodromus occidentalis;LIZARD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;0
885;148;MARCH;23/03/2023;MAZAGON2;7;P;DRIVING;0;Psammodromus occidentalis;LIZARD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;0
886;148;MARCH;23/03/2023;MAZAGON2;9;V;WALKING;0;Psammodromus occidentalis;LIZARD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;0
887;148;MARCH;23/03/2023;MAZAGON2;5;V;CYCLING;0;Psammodromus occidentalis;LIZARD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;0
888;148;MARCH;23/03/2023;MAZAGON2;8;V;DRIVING;0;Psammodromus occidentalis;LIZARD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;0
889;149;MARCH;23/03/2023;MAZAGON2;1;P;WALKING;1;Epidalea_calamita;AMPHIBIAN;5;37.090036;-6.700513;4;4107334;704372;29S;ROADWAY;0.5;0.5;1
890;149;MARCH;23/03/2023;MAZAGON2;2;P;CYCLING;0;Epidalea_calamita;AMPHIBIAN;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
891;149;MARCH;23/03/2023;MAZAGON2;7;P;DRIVING;0;Epidalea_calamita;AMPHIBIAN;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
892;149;MARCH;23/03/2023;MAZAGON2;9;V;WALKING;0;Epidalea_calamita;AMPHIBIAN;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
893;149;MARCH;23/03/2023;MAZAGON2;5;V;CYCLING;0;Epidalea_calamita;AMPHIBIAN;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
894;149;MARCH;23/03/2023;MAZAGON2;8;V;DRIVING;0;Epidalea_calamita;AMPHIBIAN;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
895;150;MARCH;23/03/2023;VILLAMANRIQUE;7;P;WALKING;1;Rhinechis scalaris;SNAKE;2;37.223176;-6.33727;3;4122952;736248;29S;ROADWAY;5;3;3
896;150;MARCH;23/03/2023;VILLAMANRIQUE;1;P;CYCLING;1;Rhinechis scalaris;SNAKE;2;37.223164;-6.337306;4;4122951;736244;29S;ROADWAY;3;3;3
897;150;MARCH;23/03/2023;VILLAMANRIQUE;2;P;DRIVING;0;Rhinechis scalaris;SNAKE;2;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
898;150;MARCH;23/03/2023;VILLAMANRIQUE;8;V;WALKING;1;Rhinechis scalaris;SNAKE;2;37.223187;-6.337243;4;4122953;736250;29S;ROADWAY;NA;2.5;3
899;150;MARCH;23/03/2023;VILLAMANRIQUE;9;V;CYCLING;0;Rhinechis scalaris;SNAKE;2;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
900;150;MARCH;23/03/2023;VILLAMANRIQUE;5;V;DRIVING;0;Rhinechis scalaris;SNAKE;2;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
901;151;MARCH;23/03/2023;VILLAMANRIQUE;7;P;WALKING;0;Passerine;SMALL_BIRD;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;0
902;151;MARCH;23/03/2023;VILLAMANRIQUE;1;P;CYCLING;1;Passerine;SMALL_BIRD;3;37.239081;-6.32113;4;4124758;737630;29S;ROADWAY;0;0;0
903;151;MARCH;23/03/2023;VILLAMANRIQUE;2;P;DRIVING;0;Passerine;SMALL_BIRD;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;0
904;151;MARCH;23/03/2023;VILLAMANRIQUE;8;V;WALKING;0;Passerine;SMALL_BIRD;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;0
905;151;MARCH;23/03/2023;VILLAMANRIQUE;9;V;CYCLING;1;Passerine;SMALL_BIRD;3;37.239022;-6.321082;4;4124751;737634;29S;ROADWAY;NA;0;0
906;151;MARCH;23/03/2023;VILLAMANRIQUE;5;V;DRIVING;0;Passerine;SMALL_BIRD;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;0
907;152;MARCH;23/03/2023;VILLAMANRIQUE;7;P;WALKING;0;Passerine;SMALL_BIRD;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;5
908;152;MARCH;23/03/2023;VILLAMANRIQUE;1;P;CYCLING;1;Passerine;SMALL_BIRD;3;37.24036;-6.319681;5;4124903;737754;29S;ROADWAY;5;5;5
909;152;MARCH;23/03/2023;VILLAMANRIQUE;2;P;DRIVING;0;Passerine;SMALL_BIRD;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;5
910;152;MARCH;23/03/2023;VILLAMANRIQUE;8;V;WALKING;0;Passerine;SMALL_BIRD;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;5
911;152;MARCH;23/03/2023;VILLAMANRIQUE;9;V;CYCLING;0;Passerine;SMALL_BIRD;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;5
912;152;MARCH;23/03/2023;VILLAMANRIQUE;5;V;DRIVING;0;Passerine;SMALL_BIRD;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;5
913;153;MARCH;23/03/2023;VILLAMANRIQUE;7;P;WALKING;1;Passerine;SMALL_BIRD;5;37.241884;-6.31867;3;4125075;737839;29S;ROADWAY;1;1;1
914;153;MARCH;23/03/2023;VILLAMANRIQUE;1;P;CYCLING;0;Passerine;SMALL_BIRD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
915;153;MARCH;23/03/2023;VILLAMANRIQUE;2;P;DRIVING;0;Passerine;SMALL_BIRD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
916;153;MARCH;23/03/2023;VILLAMANRIQUE;8;V;WALKING;0;Passerine;SMALL_BIRD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
917;153;MARCH;23/03/2023;VILLAMANRIQUE;9;V;CYCLING;0;Passerine;SMALL_BIRD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
918;153;MARCH;23/03/2023;VILLAMANRIQUE;5;V;DRIVING;0;Passerine;SMALL_BIRD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
919;154;MARCH;23/03/2023;VILLAMANRIQUE;7;P;WALKING;0;Mus spretus;SMALL_MAMMAL;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
920;154;MARCH;23/03/2023;VILLAMANRIQUE;1;P;CYCLING;1;Mus spretus;SMALL_MAMMAL;3;37.242561;-6.318305;6;4125151;737870;29S;ROADWAY;3;3;3
921;154;MARCH;23/03/2023;VILLAMANRIQUE;2;P;DRIVING;0;Mus spretus;SMALL_MAMMAL;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
922;154;MARCH;23/03/2023;VILLAMANRIQUE;8;V;WALKING;0;Mus spretus;SMALL_MAMMAL;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
923;154;MARCH;23/03/2023;VILLAMANRIQUE;9;V;CYCLING;0;Mus spretus;SMALL_MAMMAL;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
924;154;MARCH;23/03/2023;VILLAMANRIQUE;5;V;DRIVING;0;Mus spretus;SMALL_MAMMAL;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
925;155;MARCH;21/03/2023;CASTILBLANCO3;1;P;WALKING;0;Anuran;AMPHIBIAN;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;5
926;155;MARCH;21/03/2023;CASTILBLANCO3;2;P;CYCLING;1;Anuran;AMPHIBIAN;3;37.78994;-6.090408;4;4186497;756209;29S;ROADWAY;4.5;4.5;5
927;155;MARCH;21/03/2023;CASTILBLANCO3;3;P;DRIVING;0;Anuran;AMPHIBIAN;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;5
928;155;MARCH;21/03/2023;CASTILBLANCO3;4;V;WALKING;0;Anuran;AMPHIBIAN;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;5
929;155;MARCH;21/03/2023;CASTILBLANCO3;5;V;CYCLING;0;Anuran;AMPHIBIAN;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;5
930;155;MARCH;21/03/2023;CASTILBLANCO3;6;V;DRIVING;0;Anuran;AMPHIBIAN;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;5
931;156;MARCH;21/03/2023;CASTILBLANCO3;1;P;WALKING;0;Epidalea calamita;AMPHIBIAN;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;2
932;156;MARCH;21/03/2023;CASTILBLANCO3;2;P;CYCLING;1;Epidalea calamita;AMPHIBIAN;4;37.787953;-6.088739;6;4186281;756362;29S;ROADWAY;2;2;2
933;156;MARCH;21/03/2023;CASTILBLANCO3;3;P;DRIVING;0;Epidalea calamita;AMPHIBIAN;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;2
934;156;MARCH;21/03/2023;CASTILBLANCO3;4;V;WALKING;0;Epidalea calamita;AMPHIBIAN;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;2
935;156;MARCH;21/03/2023;CASTILBLANCO3;5;V;CYCLING;1;Epidalea calamita;AMPHIBIAN;4;37.787889;-6.088789;8;4186273;756358;29S;ROADWAY;NA;2;2
936;156;MARCH;21/03/2023;CASTILBLANCO3;6;V;DRIVING;0;Epidalea calamita;AMPHIBIAN;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;2
937;157;MARCH;21/03/2023;CASTILBLANCO3;1;P;WALKING;0;Epidalea calamita;AMPHIBIAN;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
938;157;MARCH;21/03/2023;CASTILBLANCO3;2;P;CYCLING;1;Epidalea calamita;AMPHIBIAN;4;37.78667;-6.088193;6;4186140;756415;29S;ROADWAY;1;1;1
939;157;MARCH;21/03/2023;CASTILBLANCO3;3;P;DRIVING;0;Epidalea calamita;AMPHIBIAN;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
940;157;MARCH;21/03/2023;CASTILBLANCO3;4;V;WALKING;0;Epidalea calamita;AMPHIBIAN;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
941;157;MARCH;21/03/2023;CASTILBLANCO3;5;V;CYCLING;0;Epidalea calamita;AMPHIBIAN;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
942;157;MARCH;21/03/2023;CASTILBLANCO3;6;V;DRIVING;0;Epidalea calamita;AMPHIBIAN;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
943;158;MARCH;21/03/2023;CASTILBLANCO3;1;P;WALKING;0;Passerine;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;5
944;158;MARCH;21/03/2023;CASTILBLANCO3;2;P;CYCLING;1;Passerine;SMALL_BIRD;4;37.785525;-6.088046;6;4186013;756432;29S;ROADWAY;5;5;5
945;158;MARCH;21/03/2023;CASTILBLANCO3;3;P;DRIVING;0;Passerine;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;5
946;158;MARCH;21/03/2023;CASTILBLANCO3;4;V;WALKING;0;Passerine;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;5
947;158;MARCH;21/03/2023;CASTILBLANCO3;5;V;CYCLING;0;Passerine;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;5
948;158;MARCH;21/03/2023;CASTILBLANCO3;6;V;DRIVING;0;Passerine;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;5
949;159;MARCH;21/03/2023;CASTILBLANCO3;1;P;WALKING;0;Epidalea calamita;AMPHIBIAN;2;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
950;159;MARCH;21/03/2023;CASTILBLANCO3;2;P;CYCLING;1;Epidalea calamita;AMPHIBIAN;2;37.783612;-6.087472;6;4185802;756489;29S;OUT;1;1;1
951;159;MARCH;21/03/2023;CASTILBLANCO3;3;P;DRIVING;0;Epidalea calamita;AMPHIBIAN;2;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
952;159;MARCH;21/03/2023;CASTILBLANCO3;4;V;WALKING;0;Epidalea calamita;AMPHIBIAN;2;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
953;159;MARCH;21/03/2023;CASTILBLANCO3;5;V;CYCLING;0;Epidalea calamita;AMPHIBIAN;2;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
954;159;MARCH;21/03/2023;CASTILBLANCO3;6;V;DRIVING;0;Epidalea calamita;AMPHIBIAN;2;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
955;160;MARCH;21/03/2023;CASTILBLANCO3;1;P;WALKING;0;Epidalea calamita;AMPHIBIAN;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;5
956;160;MARCH;21/03/2023;CASTILBLANCO3;2;P;CYCLING;1;Epidalea calamita;AMPHIBIAN;4;37.782262;-6.086528;4;4185655;756577;29S;ROADWAY;5;5;5
957;160;MARCH;21/03/2023;CASTILBLANCO3;3;P;DRIVING;0;Epidalea calamita;AMPHIBIAN;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;5
958;160;MARCH;21/03/2023;CASTILBLANCO3;4;V;WALKING;0;Epidalea calamita;AMPHIBIAN;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;5
959;160;MARCH;21/03/2023;CASTILBLANCO3;5;V;CYCLING;0;Epidalea calamita;AMPHIBIAN;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;5
960;160;MARCH;21/03/2023;CASTILBLANCO3;6;V;DRIVING;0;Epidalea calamita;AMPHIBIAN;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;5
961;161;MARCH;21/03/2023;CASTILBLANCO3;1;P;WALKING;0;Macroprotodon brevis;SNAKE;2;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;0
962;161;MARCH;21/03/2023;CASTILBLANCO3;2;P;CYCLING;1;Macroprotodon brevis;SNAKE;2;37.778253;-6.082744;4;4185221;756924;29S;ROADWAY;0;0;0
963;161;MARCH;21/03/2023;CASTILBLANCO3;3;P;DRIVING;0;Macroprotodon brevis;SNAKE;2;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;0
964;161;MARCH;21/03/2023;CASTILBLANCO3;4;V;WALKING;0;Macroprotodon brevis;SNAKE;2;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;0
965;161;MARCH;21/03/2023;CASTILBLANCO3;5;V;CYCLING;0;Macroprotodon brevis;SNAKE;2;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;0
966;161;MARCH;21/03/2023;CASTILBLANCO3;6;V;DRIVING;0;Macroprotodon brevis;SNAKE;2;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;0
967;162;MARCH;21/03/2023;CASTILBLANCO3;1;P;WALKING;0;Natrix maura;SNAKE;1;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
968;162;MARCH;21/03/2023;CASTILBLANCO3;2;P;CYCLING;1;Natrix maura;SNAKE;1;37.778001;-6.082596;4;4185193;756938;29S;ROADWAY;2.7;2.7;3
969;162;MARCH;21/03/2023;CASTILBLANCO3;3;P;DRIVING;0;Natrix maura;SNAKE;1;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
970;162;MARCH;21/03/2023;CASTILBLANCO3;4;V;WALKING;0;Natrix maura;SNAKE;1;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
971;162;MARCH;21/03/2023;CASTILBLANCO3;5;V;CYCLING;0;Natrix maura;SNAKE;1;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
972;162;MARCH;21/03/2023;CASTILBLANCO3;6;V;DRIVING;0;Natrix maura;SNAKE;1;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
973;163;MARCH;21/03/2023;CASTILBLANCO3;1;P;WALKING;0;Anuran;AMPHIBIAN;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
974;163;MARCH;21/03/2023;CASTILBLANCO3;2;P;CYCLING;1;Anuran;AMPHIBIAN;5;37.774361;-6.077899;4;4184802;757364;29S;ROADWAY;0.6;0.6;1
975;163;MARCH;21/03/2023;CASTILBLANCO3;3;P;DRIVING;0;Anuran;AMPHIBIAN;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
976;163;MARCH;21/03/2023;CASTILBLANCO3;4;V;WALKING;0;Anuran;AMPHIBIAN;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
977;163;MARCH;21/03/2023;CASTILBLANCO3;5;V;CYCLING;0;Anuran;AMPHIBIAN;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
978;163;MARCH;21/03/2023;CASTILBLANCO3;6;V;DRIVING;0;Anuran;AMPHIBIAN;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
979;164;MARCH;21/03/2023;CASTILBLANCO3;1;P;WALKING;0;Epidalea calamita;AMPHIBIAN;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;6
980;164;MARCH;21/03/2023;CASTILBLANCO3;2;P;CYCLING;1;Epidalea calamita;AMPHIBIAN;5;37.772465;-6.075768;6;4184597;757559;29S;ROADWAY;5.5;5.5;6
981;164;MARCH;21/03/2023;CASTILBLANCO3;3;P;DRIVING;0;Epidalea calamita;AMPHIBIAN;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;6
982;164;MARCH;21/03/2023;CASTILBLANCO3;4;V;WALKING;0;Epidalea calamita;AMPHIBIAN;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;6
983;164;MARCH;21/03/2023;CASTILBLANCO3;5;V;CYCLING;0;Epidalea calamita;AMPHIBIAN;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;6
984;164;MARCH;21/03/2023;CASTILBLANCO3;6;V;DRIVING;0;Epidalea calamita;AMPHIBIAN;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;6
985;165;MARCH;21/03/2023;CASTILBLANCO3;1;P;WALKING;0;Natrix maura;SNAKE;1;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;5
986;165;MARCH;21/03/2023;CASTILBLANCO3;2;P;CYCLING;0;Natrix maura;SNAKE;1;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;5
987;165;MARCH;21/03/2023;CASTILBLANCO3;3;P;DRIVING;0;Natrix maura;SNAKE;1;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;5
988;165;MARCH;21/03/2023;CASTILBLANCO3;4;V;WALKING;1;Natrix maura;SNAKE;1;37.769285;-6.067199;4;4184268;758325;29S;ROADWAY;NA;5;5
989;165;MARCH;21/03/2023;CASTILBLANCO3;5;V;CYCLING;0;Natrix maura;SNAKE;1;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;5
990;165;MARCH;21/03/2023;CASTILBLANCO3;6;V;DRIVING;0;Natrix maura;SNAKE;1;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;5
991;166;MARCH;21/03/2023;CASTILBLANCO2;2;P;WALKING;1;Passerine;SMALL_BIRD;4;37.7474;-6.036948;5;4181923;761067;29S;ROADWAY;2.5;2.5;3
992;166;MARCH;21/03/2023;CASTILBLANCO2;3;P;CYCLING;1;Passerine;SMALL_BIRD;4;37.747411;-6.037023;10;4181924;761060;29S;ROADWAY;5;2;3
993;166;MARCH;21/03/2023;CASTILBLANCO2;1;P;DRIVING;0;Passerine;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
994;166;MARCH;21/03/2023;CASTILBLANCO2;5;V;WALKING;1;Passerine;SMALL_BIRD;4;37.747406;-6.037054;5;4181924;761057;29S;ROADWAY;NA;3;3
995;166;MARCH;21/03/2023;CASTILBLANCO2;6;V;CYCLING;0;Passerine;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
996;166;MARCH;21/03/2023;CASTILBLANCO2;4;V;DRIVING;0;Passerine;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
997;167;MARCH;21/03/2023;CASTILBLANCO2;2;P;WALKING;1;Passerine;SMALL_BIRD;3;37.739687;-6.028745;6;4181090;761817;29S;ROADWAY;8;1.3;1
998;167;MARCH;21/03/2023;CASTILBLANCO2;3;P;CYCLING;1;Passerine;SMALL_BIRD;3;37.793598;-6.192976;2500;4186626;747163;29S;ROADWAY;10;1;1
999;167;MARCH;21/03/2023;CASTILBLANCO2;1;P;DRIVING;1;Passerine;SMALL_BIRD;3;37.73984;-6.028855;NA;NA;NA;NA;ROADWAY;20;2;1
1000;167;MARCH;21/03/2023;CASTILBLANCO2;5;V;WALKING;1;Passerine;SMALL_BIRD;3;37.739697;-6.028715;6;4181091;761819;29S;ROADWAY;NA;1;1
1001;167;MARCH;21/03/2023;CASTILBLANCO2;6;V;CYCLING;1;Passerine;SMALL_BIRD;3;37.739692;-6.028785;6;4181091;761813;29S;ROADWAY;NA;1.5;1
1002;167;MARCH;21/03/2023;CASTILBLANCO2;4;V;DRIVING;0;Passerine;SMALL_BIRD;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
1003;168;MARCH;21/03/2023;CASTILBLANCO2;2;P;WALKING;0;mammal;LARGE_MAMMAL;6;NA;NA;NA;NA;NA;NA;OUT;NA;NA;6
1004;168;MARCH;21/03/2023;CASTILBLANCO2;3;P;CYCLING;0;mammal;LARGE_MAMMAL;6;NA;NA;NA;NA;NA;NA;OUT;NA;NA;6
1005;168;MARCH;21/03/2023;CASTILBLANCO2;1;P;DRIVING;0;mammal;LARGE_MAMMAL;6;NA;NA;NA;NA;NA;NA;OUT;NA;NA;6
1006;168;MARCH;21/03/2023;CASTILBLANCO2;5;V;WALKING;1;mammal;LARGE_MAMMAL;6;37.719425;-6.004696;4;4178909;764008;29S;OUT;NA;6;6
1007;168;MARCH;21/03/2023;CASTILBLANCO2;6;V;CYCLING;0;mammal;LARGE_MAMMAL;6;NA;NA;NA;NA;NA;NA;OUT;NA;NA;6
1008;168;MARCH;21/03/2023;CASTILBLANCO2;4;V;DRIVING;0;mammal;LARGE_MAMMAL;6;NA;NA;NA;NA;NA;NA;OUT;NA;NA;6
1009;169;MARCH;21/03/2023;CASTILBLANCO1;3;P;WALKING;0;Rodent;SMALL_MAMMAL;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;2
